timestamp,symbol,min_ex,min_price,max_ex,max_price,spread_abs,spread_pct
2025-09-10T16:54:28.089117+00:00,XRP/USD,bitfinex,3.0022,kraken,3.00343,0.0012299999999996203,0.04096995536605223
2025-09-10T16:54:28.089117+00:00,BTC/USD,bitfinex,113670.0,bitstamp,113691.0,21.0,0.018474531538664556
2025-09-10T16:56:27.478507+00:00,XRP/USD,bitfinex,3.0031,kraken,3.00498,0.0018800000000003259,0.06260197795612288
2025-09-10T16:56:27.478507+00:00,BTC/USD,bitfinex,113670.0,bitstamp,113732.0,62.0,0.0545438550189144
2025-09-10T17:15:50.013261+00:00,BTC/USD,bitfinex,113970.0,coinbase,114037.39,67.38999999999942,0.059129595507589214
2025-09-10T17:15:50.013261+00:00,XRP/USD,bitstamp,3.01219,kraken,3.01361,0.0014199999999999768,0.04714178056497023
2025-09-10T17:16:19.720039+00:00,BTC/USD,bitfinex,113970.0,bitstamp,114030.0,60.0,0.052645433008686494
2025-09-10T17:16:19.720039+00:00,XRP/USD,bitstamp,3.01108,kraken,3.0118,0.0007199999999998319,0.023911686172397674
2025-09-10T17:18:21.117929+00:00,XRP/USD,bitfinex,3.0115,bitstamp,3.01352,0.002020000000000355,0.0670762078698441
2025-09-10T17:18:21.117929+00:00,BTC/USD,bitfinex,114020.0,bitstamp,114095.0,75.0,0.06577793369584284
2025-09-10T17:20:17.656963+00:00,XRP/USD,bitstamp,3.00816,kraken,3.01,0.0018399999999996197,0.061166959204285
2025-09-10T17:20:17.656963+00:00,BTC/USD,bitstamp,113925.0,kraken,113981.2,56.19999999999709,0.049330700021941704
2025-09-10T17:22:19.259564+00:00,XRP/USD,coinbase,3.0046,kraken,3.00562,0.0010200000000000209,0.033947946482061536
2025-09-10T17:22:19.259564+00:00,BTC/USD,bitfinex,113830.0,bitstamp,113860.0,30.0,0.02635509092506369
2025-09-10T17:22:51.155001+00:00,XRP/USD,bitfinex,3.0047,kraken,3.00563,0.0009299999999998754,0.030951509302089238
2025-09-10T17:22:51.155001+00:00,BTC/USD,coinbase,113825.51,kraken,113855.2,29.69000000000233,0.026083783854781172
2025-09-10T17:24:19.361549+00:00,BTC/USD,bitstamp,113755.0,kraken,113819.1,64.10000000000582,0.05634917146499567
2025-09-10T17:24:19.361549+00:00,XRP/USD,bitfinex,3.0037,kraken,3.00512,0.0014199999999999768,0.047275027466124345
2025-09-10T17:26:18.150034+00:00,XRP/USD,coinbase,3.0026,kraken,3.00424,0.0016399999999996417,0.05461932991406253
2025-09-10T17:26:18.150034+00:00,BTC/USD,bitfinex,113700.0,kraken,113729.8,29.80000000000291,0.026209322779246185
2025-09-10T17:28:18.081611+00:00,XRP/USD,bitstamp,2.99948,bitfinex,3.0007,0.0012199999999999989,0.04067371677757474
2025-09-10T17:28:18.081611+00:00,BTC/USD,coinbase,113592.69,bitfinex,113630.0,37.30999999999767,0.03284542341588853
2025-09-10T17:30:22.155042+00:00,XRP/USD,bitfinex,2.9936,kraken,2.9951,0.0015000000000000568,0.05010689470871382
2025-09-10T17:30:22.155042+00:00,BTC/USD,kraken,113445.2,coinbase,113467.96,22.760000000009313,0.02006255002416084
2025-09-10T17:32:19.935749+00:00,BTC/USD,bitfinex,113460.0,bitstamp,113537.0,77.0,0.06786532698748457
2025-09-10T17:32:19.935749+00:00,XRP/USD,bitfinex,2.9943,bitstamp,2.99571,0.0014099999999999113,0.04708946999298372
2025-09-10T17:34:06.264162+00:00,XRP/USD,bitfinex,2.9953,kraken,2.99717,0.0018700000000002603,0.06243114212266753
2025-09-10T17:34:06.264162+00:00,BTC/USD,bitfinex,113520.0,kraken,113577.3,57.30000000000291,0.05047568710359664
2025-09-10T17:34:17.579482+00:00,XRP/USD,bitfinex,2.9953,kraken,2.99717,0.0018700000000002603,0.06243114212266753
2025-09-10T17:34:17.579482+00:00,BTC/USD,bitfinex,113520.0,bitstamp,113573.0,53.0,0.04668780831571529
2025-09-10T17:36:17.812147+00:00,XRP/USD,bitfinex,2.9982,coinbase,3.0003,0.0020999999999999908,0.07004202521512877
2025-09-10T17:36:17.812147+00:00,BTC/USD,coinbase,113543.1,kraken,113598.4,55.29999999998836,0.04870397232415564
2025-09-10T17:38:16.849060+00:00,XRP/USD,bitfinex,2.9995,kraken,3.00122,0.0017200000000001658,0.05734289048175249
2025-09-10T17:38:16.849060+00:00,BTC/USD,bitfinex,113550.0,kraken,113607.6,57.60000000000582,0.05072655217966167
2025-09-10T17:40:20.015511+00:00,BTC/USD,coinbase,113518.91,kraken,113607.7,88.7899999999936,0.07821604347680364
2025-09-10T17:40:20.015511+00:00,XRP/USD,bitfinex,2.9995,kraken,3.00056,0.001060000000000283,0.035339223203876745
2025-09-10T17:42:20.374135+00:00,XRP/USD,bitfinex,3.0023,coinbase,3.0031,0.0007999999999999119,0.026646237884285776
2025-09-10T17:42:20.374135+00:00,BTC/USD,bitfinex,113560.0,coinbase,113586.27,26.270000000004075,0.023133145473761954
2025-09-10T17:42:29.316066+00:00,XRP/USD,bitfinex,3.0023,kraken,3.003,0.000700000000000145,0.02331545814875745
2025-09-10T17:42:29.316066+00:00,BTC/USD,bitfinex,113560.0,coinbase,113578.11,18.110000000000582,0.015947516731243908
2025-09-10T17:44:19.054835+00:00,BTC/USD,kraken,113597.7,bitstamp,113676.0,78.30000000000291,0.06892745187622894
2025-09-10T17:44:19.054835+00:00,XRP/USD,bitfinex,3.0023,coinbase,3.0036,0.0013000000000000789,0.043300136561971785
2025-09-10T17:46:19.207719+00:00,BTC/USD,bitfinex,113600.0,bitstamp,113637.0,37.0,0.032570422535211266
2025-09-10T17:46:19.207719+00:00,XRP/USD,bitfinex,3.0023,kraken,3.00296,0.0006599999999998829,0.021983146254534288
2025-09-10T17:47:32.083955+00:00,BTC/USD,coinbase,113658.49,bitfinex,113700.0,41.50999999999476,0.03652168878892792
2025-09-10T17:47:32.083955+00:00,XRP/USD,coinbase,3.0013,bitfinex,3.0023,0.0009999999999998899,0.033318895145433305
2025-09-10T17:48:19.596289+00:00,XRP/USD,bitstamp,3.00112,kraken,3.00188,0.0007600000000000939,0.02532387908514468
2025-09-10T17:48:19.596289+00:00,BTC/USD,bitstamp,113677.0,bitfinex,113700.0,23.0,0.020232764763320636
2025-09-10T17:50:19.598511+00:00,XRP/USD,bitfinex,3.0022,kraken,3.00414,0.0019399999999998307,0.06461927919525116
2025-09-10T17:50:19.598511+00:00,BTC/USD,bitfinex,113700.0,bitstamp,113710.0,10.0,0.008795074758135445
2025-09-10T17:51:38.954826+00:00,BTC/USD,bitfinex,113740.0,coinbase,113800.02,60.020000000004075,0.05276947423949717
2025-09-10T17:51:38.954826+00:00,XRP/USD,bitfinex,3.005,bitstamp,3.00556,0.000560000000000116,0.018635607321135308
2025-09-10T17:52:18.707177+00:00,BTC/USD,bitfinex,113750.0,kraken,113782.8,32.80000000000291,0.028835164835167394
2025-09-10T17:52:18.707177+00:00,XRP/USD,bitstamp,3.00355,bitfinex,3.0043,0.0007500000000000284,0.024970451632236133
2025-09-10T17:54:19.312647+00:00,BTC/USD,bitstamp,113738.0,kraken,113782.8,44.80000000000291,0.03938877068350324
2025-09-10T17:54:19.312647+00:00,XRP/USD,coinbase,3.0024,bitfinex,3.003,0.0005999999999999339,0.019984012789765984
2025-09-10T17:54:37.905298+00:00,BTC/USD,bitfinex,113720.0,kraken,113782.7,62.69999999999709,0.055135420330634094
2025-09-10T17:54:37.905298+00:00,XRP/USD,coinbase,3.0021,bitfinex,3.003,0.0009000000000001229,0.02997901468972129
2025-09-10T17:56:18.827954+00:00,BTC/USD,coinbase,113728.52,kraken,113782.8,54.279999999998836,0.04772769398564128
2025-09-10T17:56:18.827954+00:00,XRP/USD,bitstamp,3.00057,bitfinex,3.0014,0.0008299999999996643,0.02766141099856575
2025-09-10T17:58:16.965286+00:00,BTC/USD,coinbase,113725.94,kraken,113782.8,56.86000000000058,0.04999738845860547
2025-09-10T17:58:16.965286+00:00,XRP/USD,bitfinex,3.001,kraken,3.00154,0.0005399999999999849,0.017994001999333056
2025-09-10T18:00:20.282630+00:00,BTC/USD,coinbase,113721.0,kraken,113782.8,61.80000000000291,0.054343524942625294
2025-09-10T18:00:20.282630+00:00,XRP/USD,bitfinex,3.0019,kraken,3.00334,0.0014400000000001079,0.04796961924115087
2025-09-10T18:02:18.550169+00:00,BTC/USD,bitfinex,113750.0,bitstamp,113831.0,81.0,0.0712087912087912
2025-09-10T18:02:18.550169+00:00,XRP/USD,bitfinex,3.0018,coinbase,3.0037,0.0019000000000000128,0.06329535611966197
2025-09-10T18:04:17.865805+00:00,XRP/USD,bitfinex,3.0049,kraken,3.00662,0.0017199999999997218,0.057239841592057035
2025-09-10T18:04:17.865805+00:00,BTC/USD,kraken,113852.6,coinbase,113913.02,60.419999999998254,0.05306861679048019
2025-09-10T18:04:38.724591+00:00,XRP/USD,bitfinex,3.0049,coinbase,3.0072,0.0022999999999999687,0.07654164864055271
2025-09-10T18:04:38.724591+00:00,BTC/USD,kraken,113852.5,coinbase,113917.22,64.72000000000116,0.056845479897236484
2025-09-10T18:05:31.307188+00:00,XRP/USD,bitstamp,3.00305,bitfinex,3.0042,0.0011499999999999844,0.03829440069262864
2025-09-10T18:05:31.307188+00:00,BTC/USD,bitfinex,113840.0,coinbase,113855.83,15.830000000001746,0.013905481377373283
2025-09-10T18:06:23.589382+00:00,XRP/USD,bitfinex,3.0036,kraken,3.00523,0.0016300000000000203,0.05426821147955854
2025-09-10T18:06:23.589382+00:00,BTC/USD,bitstamp,113835.0,coinbase,113853.99,18.99000000000524,0.016682039794443923
2025-09-10T18:08:22.897794+00:00,XRP/USD,kraken,3.00253,bitfinex,3.004,0.0014699999999998603,0.048958711486641604
2025-09-10T18:08:22.897794+00:00,BTC/USD,bitstamp,113810.0,kraken,113850.1,40.10000000000582,0.03523416220016327
2025-09-10T18:10:22.904786+00:00,BTC/USD,bitstamp,113723.0,kraken,113810.4,87.39999999999418,0.07685340696252664
2025-09-10T18:10:22.904786+00:00,XRP/USD,coinbase,3.0005,kraken,3.00153,0.0010299999999996423,0.034327612064643964
2025-09-10T18:12:24.127557+00:00,BTC/USD,kraken,113709.9,bitstamp,113781.0,71.10000000000582,0.0625275371801451
2025-09-10T18:12:24.127557+00:00,XRP/USD,coinbase,3.0,kraken,3.00138,0.0013800000000001589,0.0460000000000053
2025-09-10T18:14:23.975499+00:00,BTC/USD,kraken,113709.9,bitstamp,113767.0,57.10000000000582,0.05021550454270545
2025-09-10T18:14:23.975499+00:00,XRP/USD,bitfinex,2.999,kraken,2.99973,0.0007299999999998974,0.024341447149046264
2025-09-10T18:16:23.126113+00:00,BTC/USD,kraken,113709.9,bitfinex,113780.0,70.10000000000582,0.061648106277470846
2025-09-10T18:16:23.126113+00:00,XRP/USD,bitstamp,2.99781,bitfinex,2.9987,0.0008900000000000574,0.029688339154251186
2025-09-10T18:18:23.144291+00:00,XRP/USD,bitstamp,2.99309,bitfinex,2.9951,0.0020099999999998452,0.06715467961203456
2025-09-10T18:18:23.144291+00:00,BTC/USD,bitfinex,113680.0,kraken,113710.0,30.0,0.026389866291344124
2025-09-10T18:20:22.208608+00:00,XRP/USD,coinbase,2.9911,bitfinex,2.9921,0.001000000000000334,0.03343251646552552
2025-09-10T18:20:22.208608+00:00,BTC/USD,coinbase,113600.03,bitfinex,113630.0,29.970000000001164,0.026382035286435367
2025-09-10T18:22:23.240503+00:00,XRP/USD,coinbase,2.9908,bitstamp,2.99229,0.0014899999999999913,0.04981944630199249
2025-09-10T18:22:23.240503+00:00,BTC/USD,kraken,113556.3,bitstamp,113610.0,53.69999999999709,0.04728931816200165
2025-09-10T18:24:22.507599+00:00,XRP/USD,bitstamp,2.99181,kraken,2.99363,0.0018199999999999328,0.06083274004699272
2025-09-10T18:24:22.507599+00:00,BTC/USD,bitstamp,113581.0,kraken,113617.9,36.89999999999418,0.0324878280698305
2025-09-10T18:26:22.245741+00:00,XRP/USD,bitfinex,2.992,coinbase,2.9935,0.0015000000000000568,0.05013368983957409
2025-09-10T18:26:22.245741+00:00,BTC/USD,bitstamp,113527.0,coinbase,113570.5,43.5,0.03831687616161794
2025-09-10T18:28:22.370151+00:00,XRP/USD,bitfinex,2.9892,coinbase,2.9899,0.000700000000000145,0.02341763682591145
2025-09-10T18:28:22.370151+00:00,BTC/USD,bitfinex,113390.0,bitstamp,113401.0,11.0,0.009701031837022665
